 kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217.0,504.0,421.75,0.0,17100.0,3616.66666667,0.0,2019.34615385,804.380311355
217.0,504.0,408.333333333,0.0,17100.0,3516.66666667,0.0,2019.34615385,728.230311355
217.0,462.0,299.833333333,0.0,17100.0,8810.0,0.0,2318.47619048,1184.56000887
217.0,593.0,461.0,0.0,17100.0,5725.0,0.0,2019.34615385,1114.02403846
217.0,1500.0,581.4,0.0,17100.0,3460.0,0.0,2193.25,884.851996337
217.0,761.0,407.5,0.0,17100.0,7690.0,0.0,2153.66666667,1191.15905649
217.0,536.0,305.5,480.0,17100.0,11814.25,480.0,2102.77142857,1539.41721362
217.0,761.0,531.0,0.0,17100.0,5157.14285714,0.0,4659.5,1399.69230769
217.0,5700.0,1006.875,0.0,17100.0,8571.1,0.0,5700.0,1802.97293791
217.0,593.0,405.0,0.0,17100.0,4340.0,0.0,2019.34615385,713.919230769
217.0,343.0,242.2,0.0,17100.0,12214.2857143,0.0,2318.47619048,1466.21043284
217.0,343.0,238.0,0.0,17100.0,13314.2857143,0.0,2318.47619048,1645.5334142
217.0,598.0,469.333333333,0.0,17100.0,3833.33333333,0.0,1953.14444444,707.240740741
217.0,462.0,278.833333333,0.0,17100.0,12400.0,0.0,2082.425,1516.04068423
217.0,690.0,444.0,0.0,17100.0,3498.33333333,0.0,1953.14444444,649.607407407
217.0,343.0,280.0,0.0,17100.0,8550.0,0.0,2339.52,1048.3102877
217.0,598.0,469.333333333,0.0,17100.0,4600.0,0.0,1953.14444444,848.688888889
217.0,690.0,572.0,0.0,17100.0,3110.0,0.0,2322.5,831.510493827
217.0,462.0,279.125,1300.0,17100.0,13950.0,726.6,2339.52,1777.3305987
217.0,761.0,517.0,0.0,17100.0,3932.625,0.0,4151.0,858.143055556
217.0,1200.0,675.0,0.0,17100.0,4055.55555556,0.0,5428.57142857,1084.44620811
217.0,2100.0,937.6,0.0,17100.0,9866.66666667,0.0,8566.66666667,3492.73042328
217.0,1200.0,482.166666667,0.0,17100.0,9560.0,0.0,5428.57142857,1775.37196392
217.0,593.0,310.375,1200.0,17100.0,11962.5,726.6,2082.425,1596.9530987
217.0,1200.0,428.625,0.0,17100.0,9595.6,0.0,5428.57142857,1740.77979726
217.0,3600.0,1201.75,0.0,17100.0,4000.0,0.0,3600.0,1232.38121693
217.0,598.0,370.0,0.0,17100.0,5913.4,0.0,1968.63157895,1047.39764563
217.0,710.0,506.666666667,0.0,17100.0,2801.25,0.0,1953.14444444,512.055555556
217.0,1900.0,748.2,0.0,17100.0,4516.66666667,0.0,1953.14444444,1206.95740741
217.0,593.0,461.0,0.0,17100.0,4760.0,0.0,1953.14444444,935.488888889
217.0,2600.0,889.25,0.0,17100.0,5375.6,0.0,3600.0,1487.91093567
217.0,631.0,480.333333333,0.0,17100.0,4383.33333333,0.0,1953.14444444,826.62962963
217.0,425.0,321.0,0.0,17100.0,5075.0,0.0,1953.14444444,801.911111111
217.0,2100.0,917.0,0.0,17100.0,9900.0,0.0,8566.66666667,3487.08756614
217.0,10000.0,2818.0,0.0,17100.0,8937.5,0.0,11800.0,3987.42281746
217.0,823.0,339.571428571,0.0,17100.0,8262.3,0.0,2011.39285714,1159.55997896
217.0,823.0,373.875,0.0,17100.0,8912.3,0.0,2082.425,1225.84276468
217.0,425.0,321.0,0.0,17100.0,4060.0,0.0,1953.14444444,641.528888889
217.0,690.0,513.25,0.0,17100.0,6016.66666667,0.0,4151.0,1437.01574074
217.0,2600.0,1095.5,0.0,17100.0,3880.33333333,0.0,3600.0,1366.79382716
217.0,711.0,394.285714286,0.0,17100.0,9376.375,0.0,2011.39285714,1334.2699737
217.0,1900.0,820.75,1900.0,17100.0,6425.0,1291.0,1953.14444444,1644.36111111
217.0,823.0,379.833333333,0.0,17100.0,6112.3,0.0,2154.6,960.986035354
217.0,1300.0,576.75,0.0,17100.0,6516.66666667,0.0,2082.425,1166.81712963
217.0,495.0,402.333333333,0.0,17100.0,2914.28571429,0.0,1953.14444444,542.041043084
217.0,819.0,473.8,0.0,17100.0,4825.0,0.0,2339.52,886.663412698
217.0,690.0,416.666666667,0.0,17100.0,4933.33333333,0.0,2322.5,1071.70740741
217.0,10000.0,1903.875,0.0,17100.0,7269.0,0.0,11800.0,2958.26706349
217.0,1200.0,664.8,0.0,17100.0,7760.16666667,0.0,5428.57142857,2193.5776455
217.0,695.0,373.285714286,0.0,17100.0,6266.66666667,0.0,2239.33333333,1222.8898541
217.0,2100.0,846.2,0.0,17100.0,4110.0,0.0,8566.66666667,1447.14444444
217.0,495.0,349.5,0.0,17100.0,3871.42857143,0.0,1953.14444444,815.969614512
217.0,462.0,270.0,0.0,17100.0,10500.0,0.0,2082.425,1319.9027544
217.0,343.0,238.0,0.0,17100.0,13314.2857143,0.0,2339.52,1640.09313321
217.0,819.0,394.111111111,0.0,17100.0,8880.0,0.0,2239.33333333,1442.8833123
217.0,462.0,288.0,0.0,17100.0,11688.8888889,0.0,2339.52,1516.20793959
217.0,462.0,309.75,0.0,17100.0,7700.0,0.0,2339.52,1113.67944444
217.0,690.0,476.333333333,0.0,17100.0,6975.0,0.0,4151.0,1547.78513889
217.0,10000.0,2127.85714286,2600.0,17100.0,13028.5714286,1420.66666667,11800.0,5047.34886621
217.0,504.0,427.75,0.0,17100.0,3766.66666667,0.0,1953.14444444,855.014550265
217.0,504.0,419.5,0.0,17100.0,2240.0,0.0,1953.14444444,503.354444444
217.0,598.0,491.2,1500.0,17100.0,7040.0,823.142857143,4151.0,1746.20746032
217.0,690.0,530.6,0.0,17100.0,5248.33333333,0.0,3165.5,1564.27407407
217.0,425.0,321.0,0.0,17100.0,6766.66666667,0.0,1953.14444444,1069.21481481
217.0,425.0,321.0,0.0,17100.0,3383.33333333,0.0,1953.14444444,534.607407407
217.0,593.0,461.0,0.0,17100.0,5950.0,0.0,1953.14444444,1169.36111111
217.0,10000.0,2818.0,0.0,17100.0,11916.6666667,0.0,11800.0,5316.56375661
217.0,1200.0,568.2,0.0,17100.0,3246.42857143,0.0,1953.14444444,847.420634921
217.0,1200.0,691.166666667,0.0,17100.0,5264.88888889,0.0,5428.57142857,1553.82954145
217.0,343.0,259.0,0.0,17100.0,5237.5,0.0,2154.6,773.771180556
217.0,598.0,451.25,1500.0,17100.0,5475.0,823.142857143,1953.14444444,1182.5718254
217.0,2600.0,1031.0,0.0,17100.0,4800.0,0.0,3600.0,1268.66644444
217.0,819.0,486.8,1100.0,17100.0,5380.0,726.6,1953.14444444,1261.10888889
217.0,2100.0,936.6,0.0,17100.0,9850.0,0.0,8566.66666667,3499.31375661
217.0,695.0,337.8,0.0,17100.0,10028.5714286,0.0,2082.425,1309.22188724
217.0,343.0,253.0,0.0,17100.0,11030.0,0.0,2339.52,1349.20447896
217.0,598.0,469.333333333,0.0,17100.0,2300.0,0.0,1953.14444444,424.344444444
217.0,690.0,512.2,0.0,17100.0,3210.0,0.0,3165.5,955.264444444
217.0,343.0,267.4,0.0,17100.0,14250.0,0.0,2339.52,1709.42886845
217.0,495.0,402.333333333,0.0,17100.0,4080.0,0.0,1953.14444444,758.857460317
217.0,573.0,417.333333333,0.0,17100.0,4044.44444444,0.0,4151.0,927.05308642
217.0,819.0,451.0,0.0,17100.0,5500.0,0.0,2339.52,929.523492063
217.0,834.0,326.777777778,0.0,17100.0,9616.8,0.0,2082.425,1328.22914563
217.0,480.0,254.571428571,834.0,17100.0,11109.7142857,569.166666667,2082.425,1481.04265702
217.0,3600.0,718.285714286,834.0,17100.0,12847.7142857,569.166666667,3600.0,2007.83592233
217.0,631.0,424.333333333,0.0,17100.0,4333.33333333,0.0,3165.5,1062.19074074
217.0,1300.0,493.285714286,0.0,17100.0,7182.3,0.0,2082.425,1072.38919325
217.0,593.0,489.0,573.0,17100.0,6093.25,573.0,1953.14444444,1312.61111111
217.0,462.0,294.875,0.0,17100.0,8590.0,0.0,2011.39285714,1273.21997896
217.0,710.0,479.25,0.0,17100.0,3015.71428571,0.0,1953.14444444,643.469614512
217.0,2600.0,1104.4,0.0,17100.0,5100.0,0.0,3600.0,1647.04074074
217.0,462.0,299.833333333,0.0,17100.0,9788.88888889,0.0,2339.52,1297.47109748
217.0,1300.0,460.5,0.0,17100.0,6110.0,0.0,2011.39285714,1007.01282107
217.0,505.0,390.4,0.0,17100.0,6750.83333333,0.0,2339.52,1245.47185185
217.0,1200.0,652.0,0.0,17100.0,4066.66666667,0.0,5428.57142857,1074.66843034
217.0,761.0,594.4,0.0,17100.0,2437.2,0.0,1953.14444444,580.344444444
217.0,504.0,427.75,0.0,17100.0,3228.57142857,0.0,1953.14444444,732.869614512
217.0,10000.0,2182.28571429,0.0,17100.0,8588.88888889,0.0,11800.0,3862.65361552
217.0,1300.0,472.625,0.0,17100.0,7355.6,0.0,2239.33333333,1431.06022139
217.0,3600.0,1181.28571429,0.0,17100.0,5172.3,0.0,3600.0,1525.11644444
217.0,2600.0,926.0,0.0,17100.0,3275.0,0.0,3600.0,941.780555556
217.0,1200.0,614.25,0.0,28000.0,10775.0,0.0,7500.0,2143.830928
217.0,1100.0,494.6,0.0,28000.0,10212.5,0.0,5439.16666667,2295.1577588
217.0,631.0,447.75,0.0,28000.0,10518.6,0.0,2432.11111111,1354.12948479
217.0,690.0,499.857142857,593.0,28000.0,9699.0,593.0,4978.0,2060.62847379
217.0,1000.0,486.6,0.0,28000.0,10400.0,0.0,2432.11111111,1544.86207066
217.0,1400.0,544.25,0.0,28000.0,10833.3333333,0.0,2240.53631285,1320.71110679
217.0,1200.0,577.0,0.0,28000.0,5433.33333333,0.0,2240.53631285,1022.63154799
217.0,1000.0,465.5,0.0,28000.0,5957.14285714,0.0,2240.53631285,924.261536756
217.0,631.0,408.571428571,0.0,28000.0,9300.0,0.0,3582.65,1756.21253429
217.0,1900.0,751.166666667,1900.0,28000.0,7183.33333333,1453.28571429,2240.53631285,1746.61200452
217.0,513.0,368.2,0.0,28000.0,12511.3333333,0.0,5439.16666667,2438.21034507
217.0,851.0,459.0,0.0,28000.0,7914.28571429,0.0,4612.75,1434.55484741
217.0,631.0,381.4,3200.0,28000.0,12000.0,1311.04761905,2248.8,1942.77292673
217.0,302.0,254.777777778,0.0,28000.0,12450.0,0.0,3582.65,1554.65847306
217.0,2800.0,898.571428571,2800.0,28000.0,11642.8571429,1877.55,4612.75,2618.97063121
217.0,631.0,414.25,0.0,28000.0,11360.0,0.0,2432.11111111,1575.52948479
217.0,851.0,397.333333333,4600.0,28000.0,15166.6666667,1239.59090909,4612.75,2249.22544131
217.0,373.0,290.4,0.0,28000.0,10625.0,0.0,2240.53631285,1136.56396734
217.0,552.0,356.2,0.0,28000.0,6830.125,0.0,2240.53631285,976.913443726
217.0,1200.0,448.7,711.0,28000.0,13981.1,658.666666667,7500.0,2482.02989318
217.0,1000.0,549.5,0.0,28000.0,8866.66666667,0.0,2432.11111111,1212.94123733
217.0,575.0,422.75,0.0,28000.0,7260.0,0.0,2240.53631285,1325.21678638
217.0,705.0,438.6,0.0,28000.0,5111.11111111,0.0,2240.53631285,988.275246882
217.0,1200.0,550.5,0.0,28000.0,7200.0,0.0,2240.53631285,1059.74804469
217.0,5700.0,1494.6,4600.0,28000.0,11580.0,1239.59090909,5700.0,2868.33877772
217.0,373.0,321.0,0.0,28000.0,8820.0,0.0,2240.53631285,1084.36726257
217.0,513.0,344.6,0.0,28000.0,13500.0,0.0,5439.16666667,2580.14624251
217.0,343.0,280.375,0.0,28000.0,10100.0,0.0,2796.14285714,1322.70175302
217.0,761.0,405.75,0.0,28000.0,5500.0,0.0,2240.53631285,835.291344662
217.0,690.0,455.5,0.0,28000.0,8562.5,0.0,3699.6,1755.08645509
217.0,598.0,405.0,0.0,28000.0,8742.85714286,0.0,3699.6,1575.55484741
217.0,513.0,343.25,13600.0,28000.0,18650.0,2240.53631285,5439.16666667,3540.31551761
217.0,455.0,343.0,0.0,28000.0,7857.14285714,0.0,2432.11111111,974.251829797
217.0,1200.0,503.0,0.0,28000.0,5775.2,0.0,2240.53631285,924.821664072
217.0,761.0,457.0,0.0,28000.0,6500.0,0.0,2240.53631285,1196.09732198
217.0,2200.0,781.4,0.0,28000.0,7700.0,0.0,2692.75,1184.24574875
217.0,1900.0,767.0,0.0,28000.0,7253.66666667,0.0,2692.75,1616.76855718
217.0,417.0,337.0,0.0,28000.0,6971.42857143,0.0,2898.90909091,1063.18267673
217.0,1000.0,517.8,0.0,28000.0,9742.85714286,0.0,4978.0,1899.69220054
217.0,1000.0,465.666666667,0.0,28000.0,9930.14285714,0.0,3582.65,1633.36849646
217.0,1000.0,554.6,0.0,28000.0,8985.16666667,0.0,2432.11111111,1322.7190151
217.0,631.0,430.0,0.0,28000.0,6562.5,0.0,3582.65,1328.49174149
217.0,1200.0,663.4,0.0,28000.0,10288.8888889,0.0,7500.0,2332.4736454
217.0,971.0,573.0,0.0,28000.0,4320.0,0.0,2692.75,824.463631285
217.0,1200.0,526.625,0.0,28000.0,9911.11111111,0.0,2796.14285714,1811.42533197
217.0,474.0,354.5,0.0,28000.0,6842.85714286,0.0,3582.65,1274.46199027
217.0,971.0,398.222222222,536.0,28000.0,12704.0,536.0,2692.75,1761.37392069
217.0,425.0,355.666666667,0.0,28000.0,6880.0,0.0,2240.53631285,1072.81678638
217.0,2200.0,919.333333333,0.0,28000.0,7300.0,0.0,2898.90909091,1223.24090063
217.0,1500.0,568.2,0.0,28000.0,7550.0,0.0,2406.375,1228.60267131
217.0,1200.0,550.5,0.0,28000.0,8400.0,0.0,2240.53631285,1236.37271881
217.0,425.0,328.333333333,0.0,28000.0,9660.0,0.0,2240.53631285,1085.82678638
217.0,513.0,377.2,0.0,28000.0,12600.0,0.0,5439.16666667,2760.03743863
217.0,2400.0,723.833333333,0.0,28000.0,9550.0,0.0,4978.0,1672.43402811
217.0,1200.0,747.142857143,0.0,28000.0,11040.0,0.0,7500.0,2729.9647424
217.0,1200.0,620.333333333,0.0,28000.0,10679.0,0.0,7500.0,2324.99786192
217.0,1200.0,542.0,0.0,28000.0,6337.5,0.0,2796.14285714,1441.34084863
217.0,1900.0,714.5,0.0,28000.0,4680.0,0.0,2240.53631285,1003.95113128
217.0,2200.0,792.2,0.0,28000.0,8500.0,0.0,5439.16666667,1898.1233838
217.0,4800.0,1480.0,0.0,28000.0,6814.28571429,0.0,4800.0,1861.74328279
217.0,425.0,321.0,0.0,28000.0,7800.0,0.0,2240.53631285,887.895982974
217.0,573.0,424.2,0.0,28000.0,8883.33333333,0.0,2898.90909091,1731.75518634
217.0,2400.0,696.166666667,0.0,28000.0,8612.5,0.0,2400.0,1376.67916342
217.0,513.0,343.25,0.0,28000.0,12433.3333333,0.0,5439.16666667,2360.21034507
217.0,573.0,389.2,2100.0,28000.0,15340.0,1453.28571429,5439.16666667,3122.90955694
217.0,631.0,430.0,0.0,28000.0,8750.0,0.0,3582.65,1771.32232198
217.0,454.0,268.857142857,0.0,28000.0,12600.0,0.0,2796.14285714,1579.2786193
217.0,1100.0,406.142857143,0.0,28000.0,12450.0,0.0,2240.53631285,1455.59953384
217.0,474.0,364.75,0.0,28000.0,4687.5,0.0,2240.53631285,850.401116487
217.0,417.0,319.25,0.0,28000.0,12240.0,0.0,3582.65,2194.17908075
217.0,343.0,238.0,0.0,28000.0,14871.4285714,0.0,2240.53631285,1496.57788402
217.0,1200.0,750.0,0.0,28000.0,11160.0,0.0,7500.0,2735.28140906
217.0,631.0,424.333333333,3200.0,28000.0,11933.3333333,1311.04761905,2240.53631285,1685.5279773
217.0,1000.0,491.142857143,552.0,28000.0,13007.4285714,552.0,5439.16666667,3067.46601006
217.0,343.0,301.0,0.0,28000.0,6150.0,0.0,2240.53631285,867.335218808
217.0,454.0,291.333333333,341.0,28000.0,12473.5,341.0,2240.53631285,1411.9637296
217.0,552.0,322.0,0.0,28000.0,11133.3333333,0.0,2240.53631285,1308.91028979
217.0,2400.0,535.25,0.0,28000.0,12344.4444444,0.0,2400.0,1568.4040108
217.0,343.0,259.0,0.0,28000.0,10366.6666667,0.0,2240.53631285,1004.04444012
217.0,552.0,417.0,0.0,28000.0,6483.33333333,0.0,2240.53631285,1237.76398865
217.0,631.0,336.0,0.0,28000.0,10760.0,0.0,2271.63636364,1268.29297367
217.0,1200.0,528.5,0.0,28000.0,18942.8571429,0.0,4975.19047619,2699.62452256
217.0,473.0,378.25,0.0,28000.0,10260.0,0.0,3228.83333333,1674.32541828
217.0,761.0,394.571428571,0.0,28000.0,11020.0,0.0,4975.19047619,1734.43623325
217.0,573.0,404.333333333,0.0,28000.0,20428.5714286,0.0,7245.88888889,3296.82543276
217.0,631.0,456.8,0.0,28000.0,6925.0,0.0,2527.25,1350.01867749
217.0,631.0,375.4,0.0,28000.0,8086.0,0.0,2271.63636364,1119.54991713
217.0,1200.0,523.142857143,0.0,28000.0,7680.0,0.0,2737.36363636,1496.11870069
217.0,302.0,254.777777778,302.0,28000.0,15344.6666667,302.0,3683.48571429,1703.17421697
217.0,1300.0,507.8,0.0,28000.0,11600.0,0.0,2194.71042471,1578.65945804
217.0,1000.0,572.75,0.0,28000.0,14970.0,0.0,5457.14285714,2873.25803881
217.0,1000.0,549.5,0.0,28000.0,7830.0,0.0,3685.71428571,1181.61518167
217.0,417.0,345.4,0.0,28000.0,6722.22222222,0.0,2492.0,1115.14338052
217.0,1900.0,935.666666667,0.0,28000.0,10725.0,0.0,3800.0,2209.94843951
217.0,1000.0,628.333333333,0.0,28000.0,12157.4,0.0,5457.14285714,2496.24613405
217.0,343.0,259.0,0.0,28000.0,10860.0,0.0,2462.52631579,1315.5248481
217.0,761.0,424.5,0.0,28000.0,8114.28571429,0.0,2223.63333333,1237.32183556
217.0,552.0,357.6,0.0,28000.0,8812.5,0.0,2527.25,1433.04678006
217.0,373.0,317.75,0.0,28000.0,7600.0,0.0,2194.71042471,1036.2091184
217.0,343.0,266.333333333,0.0,28000.0,12087.75,0.0,2194.71042471,1170.6575743
217.0,737.0,525.75,0.0,28000.0,6550.0,0.0,3784.0,1397.91171976
217.0,3100.0,1029.25,0.0,28000.0,5362.5,0.0,3100.0,1007.15130309
217.0,2000.0,671.4,0.0,28000.0,7085.71428571,0.0,2223.63333333,1317.23482258
217.0,690.0,416.4,0.0,28000.0,11866.6666667,0.0,3358.13888889,1919.29433004
217.0,1200.0,600.75,0.0,28000.0,18166.6666667,0.0,5373.28571429,3005.34596905
217.0,1000.0,589.111111111,0.0,28000.0,16580.0,0.0,5457.14285714,3249.773515
217.0,552.0,386.5,0.0,28000.0,9783.33333333,0.0,2527.25,1393.30689618
217.0,373.0,299.333333333,0.0,28000.0,6300.0,0.0,2194.71042471,776.07720353
217.0,1200.0,504.0,0.0,28000.0,18942.8571429,0.0,4975.19047619,2686.48166542
217.0,972.0,432.5,0.0,28000.0,8890.0,0.0,3818.0,1463.29288974
217.0,788.0,356.444444444,0.0,28000.0,13008.8,0.0,2695.91666667,1551.42115748
217.0,1200.0,446.555555556,0.0,28000.0,11580.0,0.0,2695.91666667,1572.66527513
217.0,513.0,370.6,0.0,28000.0,20000.0,0.0,7245.88888889,3065.34491328
217.0,1000.0,583.5,0.0,28000.0,14033.3333333,0.0,5457.14285714,2784.69385264
217.0,593.0,355.666666667,0.0,28000.0,15985.7142857,0.0,5150.5,2071.98667832
217.0,631.0,425.0,0.0,28000.0,7066.66666667,0.0,2271.63636364,1183.56656999
217.0,761.0,440.333333333,0.0,28000.0,9080.0,0.0,2223.63333333,1297.45056979
217.0,1300.0,451.1,2800.0,28000.0,12390.0,1566.65384615,2695.91666667,1967.09212239
217.0,1100.0,414.428571429,0.0,28000.0,12900.0,0.0,2271.63636364,1562.02572269
217.0,732.0,354.625,0.0,28000.0,12048.0,0.0,3393.84615385,1521.40358205
217.0,373.0,299.333333333,0.0,28000.0,6300.0,0.0,2194.71042471,776.07720353
217.0,454.0,376.6,0.0,28000.0,9133.33333333,0.0,2194.71042471,1403.91007079
217.0,473.0,356.6,0.0,28000.0,8112.5,0.0,3228.83333333,1346.64046976
217.0,1900.0,778.4,0.0,28000.0,5911.11111111,0.0,3800.0,1385.10334685
217.0,513.0,335.0,0.0,28000.0,22400.0,0.0,4975.19047619,2842.30510082
217.0,788.0,333.111111111,0.0,28000.0,12348.8,0.0,2194.71042471,1375.62949081
217.0,1200.0,401.833333333,2600.0,28000.0,16500.0,1566.65384615,2194.71042471,1834.33923072
217.0,695.0,332.75,0.0,28000.0,11744.4444444,0.0,2462.52631579,1589.18275037
217.0,1200.0,380.125,0.0,28000.0,10990.0,0.0,2194.71042471,1282.47360846
217.0,742.0,357.5,0.0,28000.0,11460.0,0.0,2695.91666667,1466.52615748
217.0,761.0,508.777777778,0.0,28000.0,15040.0,0.0,5373.28571429,2713.5784595
217.0,1100.0,525.5,0.0,37400.0,11900.0,0.0,2414.01290323,1480.00126486
217.0,1300.0,507.8,0.0,37400.0,13166.6666667,0.0,2414.01290323,1603.70450379
217.0,823.0,483.428571429,0.0,37400.0,10624.7777778,0.0,3579.41860465,1758.92757495
217.0,835.0,335.428571429,1100.0,37400.0,17714.2857143,1011.66666667,2414.01290323,1731.09960979
217.0,1100.0,568.571428571,0.0,37400.0,12750.0,0.0,7054.09090909,2342.05557503
217.0,690.0,381.0,0.0,37400.0,10877.7777778,0.0,3482.25,1684.77867364
217.0,1900.0,838.333333333,0.0,37400.0,10562.5,0.0,7250.0,2187.25458909
217.0,1700.0,486.5,4800.0,37400.0,15162.5,1221.79245283,3250.0,2217.03192897
217.0,3200.0,940.2,0.0,37400.0,7177.77777778,0.0,3931.25,1457.97101041
217.0,1100.0,466.833333333,0.0,37400.0,8833.33333333,0.0,3833.42857143,1394.36430847
217.0,343.0,247.142857143,0.0,37400.0,15337.5,0.0,2414.01290323,1604.76255397
217.0,454.0,273.0,0.0,37400.0,16800.0,0.0,2584.30555556,1491.21286103
