 n_tokens_title, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity
7.0,0.75,-0.75,0.25,0.75
10.0,0.3,0.0,0.2,0.0
12.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
16.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
12.0,0.4,-0.3,0.1,0.3
8.0,0.4,0.1,0.1,0.1
16.0,0.55,-0.25,0.05,0.25
7.0,0.125,0.0,0.375,0.0
8.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
12.0,0.95,0.7,0.45,0.7
11.0,0.5,0.136363636364,0.0,0.136363636364
6.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
9.0,0.166666666667,0.0,0.333333333333,0.0
8.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
9.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
13.0,1.0,1.0,0.5,1.0
8.0,0.75,-0.25,0.25,0.25
9.0,0.3,-0.3,0.2,0.3
10.0,0.35,-0.2,0.15,0.2
9.0,0.216666666667,-0.0833333333333,0.283333333333,0.0833333333333
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
5.0,1.0,0.0,0.5,0.0
13.0,0.0,0.0,0.5,0.0
13.0,0.8,-0.6,0.3,0.6
12.0,0.0,0.0,0.5,0.0
9.0,1.0,-0.125,0.5,0.125
8.0,0.0,0.0,0.5,0.0
11.0,0.5,0.136363636364,0.0,0.136363636364
10.0,0.0,0.0,0.5,0.0
10.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
11.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
10.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
6.0,0.333333333333,0.25,0.166666666667,0.25
11.0,0.475,0.375,0.025,0.375
8.0,0.0,0.1,0.5,0.1
14.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
8.0,0.75,0.8,0.25,0.8
10.0,0.7,-0.2,0.2,0.2
14.0,0.433333333333,-0.166666666667,0.0666666666667,0.166666666667
11.0,0.825,0.425,0.325,0.425
7.0,0.0,0.0,0.5,0.0
11.0,0.821428571429,0.357142857143,0.321428571429,0.357142857143
11.0,0.4,-0.4,0.1,0.4
12.0,0.0,0.0,0.5,0.0
11.0,0.2,0.1,0.3,0.1
9.0,0.0,0.0,0.5,0.0
10.0,0.8,-0.316666666667,0.3,0.316666666667
10.0,0.666666666667,-0.5,0.166666666667,0.5
12.0,0.916666666667,0.516666666667,0.416666666667,0.516666666667
13.0,0.9,0.4,0.4,0.4
11.0,0.0,0.0,0.5,0.0
11.0,0.5,-0.25,0.0,0.25
10.0,0.05,0.1,0.45,0.1
8.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
12.0,0.6,0.5,0.1,0.5
13.0,0.642857142857,0.214285714286,0.142857142857,0.214285714286
9.0,0.488095238095,0.232142857143,0.0119047619048,0.232142857143
6.0,0.0,0.0,0.5,0.0
10.0,0.333333333333,0.25,0.166666666667,0.25
12.0,0.0,0.0,0.5,0.0
8.0,0.4,0.1,0.1,0.1
7.0,0.0,0.0,0.5,0.0
11.0,0.7,0.4,0.2,0.4
11.0,0.5,0.4,0.0,0.4
13.0,0.5,0.5,0.0,0.5
8.0,0.75,0.5,0.25,0.5
9.0,0.0,0.0,0.5,0.0
13.0,0.5,0.5,0.0,0.5
7.0,1.0,0.5,0.5,0.5
10.0,0.666666666667,-0.7,0.166666666667,0.7
14.0,0.0,0.0,0.5,0.0
13.0,0.0,0.0,0.5,0.0
12.0,0.666666666667,0.166666666667,0.166666666667,0.166666666667
10.0,0.0,0.0,0.5,0.0
13.0,0.3,1.0,0.2,1.0
10.0,0.642857142857,0.214285714286,0.142857142857,0.214285714286
11.0,0.05,-0.075,0.45,0.075
12.0,0.75,-0.25,0.25,0.25
9.0,0.5,0.5,0.0,0.5
7.0,0.5,0.5,0.0,0.5
10.0,0.0,0.0,0.5,0.0
10.0,1.0,1.0,0.5,1.0
10.0,0.5,0.3,0.0,0.3
10.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
7.0,0.4,0.1,0.1,0.1
9.0,0.9,0.6,0.4,0.6
12.0,0.0,0.0,0.5,0.0
13.0,0.5,0.3,0.0,0.3
10.0,0.5,0.35,0.0,0.35
16.0,0.0,0.0,0.5,0.0
11.0,0.75,0.25,0.25,0.25
6.0,1.0,0.6,0.5,0.6
9.0,0.0,0.0,0.5,0.0
12.0,0.5,0.5,0.0,0.5
12.0,0.1,0.0,0.4,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.85,0.7,0.35,0.7
11.0,0.65,0.35,0.15,0.35
12.0,0.75,-0.1,0.25,0.1
10.0,0.5375,0.271590909091,0.0375,0.271590909091
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
14.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
14.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
10.0,0.0,0.0,0.5,0.0
11.0,0.625,-0.375,0.125,0.375
12.0,0.625,-0.375,0.125,0.375
13.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
12.0,1.0,-0.25,0.5,0.25
11.0,0.3,0.2,0.2,0.2
11.0,0.2,0.125,0.3,0.125
8.0,0.0666666666667,0.0166666666667,0.433333333333,0.0166666666667
13.0,0.3,1.0,0.2,1.0
8.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
14.0,0.5,0.5,0.0,0.5
8.0,0.4,0.0,0.1,0.0
9.0,0.1,0.2,0.4,0.2
12.0,0.1,0.2,0.4,0.2
9.0,0.375,0.0,0.125,0.0
11.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
12.0,0.2,0.2,0.3,0.2
13.0,1.0,0.65,0.5,0.65
10.0,0.0,0.0,0.5,0.0
7.0,0.666666666667,0.333333333333,0.166666666667,0.333333333333
10.0,0.0,0.0,0.5,0.0
11.0,0.225,0.2,0.275,0.2
13.0,0.166666666667,-0.166666666667,0.333333333333,0.166666666667
9.0,0.416666666667,0.193181818182,0.0833333333333,0.193181818182
5.0,0.0,0.0,0.5,0.0
10.0,0.507070707071,0.156565656566,0.00707070707071,0.156565656566
8.0,0.5,0.3,0.0,0.3
8.0,0.4,0.65,0.1,0.65
10.0,0.0,0.0,0.5,0.0
9.0,0.5,0.5,0.0,0.5
9.0,0.5,0.3,0.0,0.3
8.0,0.0,0.0,0.5,0.0
11.0,0.625,0.0,0.125,0.0
8.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
12.0,0.5,0.5,0.0,0.5
12.0,0.214285714286,-0.0714285714286,0.285714285714,0.0714285714286
10.0,0.0,0.0,0.5,0.0
12.0,1.0,0.0,0.5,0.0
12.0,0.75,0.25,0.25,0.25
9.0,0.8,0.0,0.3,0.0
12.0,0.75,-0.25,0.25,0.25
9.0,0.3,0.1,0.2,0.1
11.0,0.1,0.05,0.4,0.05
11.0,0.4,-0.4,0.1,0.4
11.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
10.0,0.3,-2.77555756156e-17,0.2,2.77555756156e-17
13.0,0.166666666667,0.0333333333333,0.333333333333,0.0333333333333
9.0,0.0,0.0,0.5,0.0
11.0,0.5,0.5,0.0,0.5
13.0,1.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
12.0,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
10.0,0.8,-0.5,0.3,0.5
11.0,0.283333333333,0.266666666667,0.216666666667,0.266666666667
11.0,0.5,0.136363636364,0.0,0.136363636364
9.0,0.2,0.2,0.3,0.2
10.0,0.4,0.2,0.1,0.2
7.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
13.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
12.0,0.5,0.3,0.0,0.3
9.0,0.0,0.0,0.5,0.0
12.0,0.5,0.5,0.0,0.5
8.0,0.5,0.5,0.0,0.5
8.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
9.0,0.125,0.0,0.375,0.0
11.0,0.333333333333,0.25,0.166666666667,0.25
9.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
8.0,0.45,0.05,0.05,0.05
12.0,0.707070707071,-0.0212121212121,0.207070707071,0.0212121212121
10.0,0.0,0.0,0.5,0.0
13.0,1.0,0.5,0.5,0.5
9.0,0.5,0.5,0.0,0.5
10.0,0.522222222222,0.177777777778,0.0222222222222,0.177777777778
11.0,0.0,0.0,0.5,0.0
13.0,0.666666666667,-0.7,0.166666666667,0.7
7.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
11.0,0.4,-0.4,0.1,0.4
8.0,1.0,0.9,0.5,0.9
12.0,0.0,0.0,0.5,0.0
11.0,0.0666666666667,0.0,0.433333333333,0.0
11.0,0.555555555556,-0.3,0.0555555555556,0.3
12.0,0.441666666667,0.3,0.0583333333333,0.3
12.0,0.1,0.2,0.4,0.2
11.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
9.0,1.0,1.0,0.5,1.0
8.0,0.0,0.0,0.5,0.0
11.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
9.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
5.0,0.5,0.136363636364,0.0,0.136363636364
10.0,0.0,0.0,0.5,0.0
9.0,0.5,-0.5,0.0,0.5
11.0,1.0,0.0,0.5,0.0
12.0,0.1,-0.1,0.4,0.1
13.0,0.5,0.3,0.0,0.3
9.0,1.0,0.5,0.5,0.5
10.0,0.4,-0.3,0.1,0.3
9.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
15.0,0.2,0.2,0.3,0.2
11.0,0.611111111111,0.0833333333333,0.111111111111,0.0833333333333
10.0,0.0,-0.05,0.5,0.05
10.0,0.0,0.0,0.5,0.0
9.0,0.5,0.7,0.0,0.7
10.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
11.0,0.1,0.3,0.4,0.3
9.0,0.0666666666667,0.0,0.433333333333,0.0
11.0,0.9,0.3,0.4,0.3
10.0,0.0,0.0,0.5,0.0
10.0,0.260606060606,0.0681818181818,0.239393939394,0.0681818181818
9.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
6.0,0.9,-0.15,0.4,0.15
9.0,0.333333333333,0.25,0.166666666667,0.25
9.0,0.0,0.0,0.5,0.0
12.0,0.35,-0.2,0.15,0.2
9.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
11.0,0.5,0.5,0.0,0.5
10.0,0.0,0.0,0.5,0.0
6.0,0.0,0.0,0.5,0.0
6.0,0.4,0.1,0.1,0.1
10.0,0.0,0.0,0.5,0.0
8.0,0.4,-0.3,0.1,0.3
11.0,0.142857142857,0.0,0.357142857143,0.0
10.0,0.5,-0.1875,0.0,0.1875
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
11.0,1.0,0.25,0.5,0.25
15.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
9.0,0.9,0.5,0.4,0.5
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
12.0,0.1,-0.1,0.4,0.1
8.0,0.5,0.5,0.0,0.5
11.0,0.5,0.5,0.0,0.5
8.0,0.188888888889,0.0111111111111,0.311111111111,0.0111111111111
9.0,0.4,-0.25,0.1,0.25
12.0,0.9,-0.6,0.4,0.6
11.0,0.0,0.0,0.5,0.0
8.0,0.366666666667,0.3,0.133333333333,0.3
5.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
11.0,0.5,0.495833333333,0.0,0.495833333333
9.0,0.0,0.0,0.5,0.0
7.0,0.0,0.0,0.5,0.0
6.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
14.0,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
10.0,0.8,0.4,0.3,0.4
11.0,1.0,-0.5,0.5,0.5
8.0,0.0,0.0,0.5,0.0
13.0,0.5,0.0,0.0,0.0
9.0,0.0,0.0,0.5,0.0
11.0,0.9,0.6,0.4,0.6
10.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
8.0,0.5,0.25,0.0,0.25
9.0,0.0,0.0,0.5,0.0
9.0,0.533333333333,-0.383333333333,0.0333333333333,0.383333333333
8.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.5,0.136363636364,0.0,0.136363636364
10.0,0.0,0.0,0.5,0.0
10.0,0.05,0.0,0.45,0.0
13.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
8.0,0.9,0.6,0.4,0.6
8.0,0.377272727273,0.0681818181818,0.122727272727,0.0681818181818
13.0,0.233333333333,-0.0833333333333,0.266666666667,0.0833333333333
8.0,0.0,0.0,0.5,0.0
11.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
11.0,0.5,0.136363636364,0.0,0.136363636364
10.0,0.0,0.0,0.5,0.0
9.0,0.183333333333,0.133333333333,0.316666666667,0.133333333333
12.0,0.5,-0.166666666667,0.0,0.166666666667
9.0,0.3,0.2,0.2,0.2
7.0,0.0666666666667,0.0,0.433333333333,0.0
12.0,0.75,0.675,0.25,0.675
8.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
9.0,1.0,0.8,0.5,0.8
11.0,0.416666666667,0.375,0.0833333333333,0.375
7.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
10.0,0.3,0.0,0.2,0.0
12.0,0.0,0.0,0.5,0.0
10.0,1.0,-0.5,0.5,0.5
13.0,0.0,0.0,0.5,0.0
10.0,0.25,0.25,0.25,0.25
11.0,1.0,-1.0,0.5,1.0
11.0,0.0,0.0,0.5,0.0
7.0,0.227272727273,0.0681818181818,0.272727272727,0.0681818181818
8.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
18.0,0.375,-0.125,0.125,0.125
7.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
9.0,0.0,0.0,0.5,0.0
6.0,0.0,0.0,0.5,0.0
10.0,0.2,0.7,0.3,0.7
10.0,0.3,0.0,0.2,0.0
11.0,0.05,0.1,0.45,0.1
7.0,0.0,0.0,0.5,0.0
13.0,0.0,0.0,0.5,0.0
11.0,0.4,0.1,0.1,0.1
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
14.0,0.0,0.0,0.5,0.0
13.0,0.75,0.0,0.25,0.0
11.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
8.0,0.0,0.0,0.5,0.0
11.0,0.0,0.0,0.5,0.0
13.0,0.6,-0.133333333333,0.1,0.133333333333
10.0,0.5,0.25,0.0,0.25
11.0,0.0,0.0,0.5,0.0
14.0,0.666666666667,-0.7,0.166666666667,0.7
13.0,1.0,0.0,0.5,0.0
9.0,0.5,0.136363636364,0.0,0.136363636364
12.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
8.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
10.0,0.0,0.0,0.5,0.0
10.0,0.0,0.0,0.5,0.0
10.0,0.352308802309,0.151803751804,0.147691197691,0.151803751804
9.0,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
11.0,0.0,0.0,0.5,0.0
12.0,0.0,0.0,0.5,0.0
11.0,0.5,0.5,0.0,0.5
8.0,1.0,-0.225,0.5,0.225
12.0,0.0,0.0,0.5,0.0
10.0,0.144444444444,-0.0777777777778,0.355555555556,0.0777777777778
10.0,0.0,0.0,0.5,0.0
