 n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, average_token_length
306.0,0.534653463582,0.999999994536,0.704918028935,4.57843137255
909.0,0.449612402603,0.999999998012,0.669980117952,4.34323432343
999.0,0.424089068397,0.999999998442,0.556074765489,4.73673673674
1011.0,0.41389728055,0.999999998403,0.546325877722,4.58259149357
413.0,0.606435642063,0.999999996429,0.728571425969,4.70217917676
180.0,0.630057799826,0.999999988764,0.820224709885,4.36111111111
759.0,0.498666666002,0.999999997821,0.692810456007,4.65744400527
1226.0,0.436196830328,0.999999998549,0.645863569454,4.50163132137
241.0,0.659574465278,0.999999993151,0.815068487568,4.85062240664
168.0,0.778481007731,0.999999990385,0.865384607064,4.67857142857
1121.0,0.418099547133,0.999999998584,0.562322945379,4.60927743087
1174.0,0.457903779675,0.999999998569,0.653791129251,4.63798977853
376.0,0.569014082904,0.999999995708,0.686695276023,4.45744680851
142.0,0.714285709184,0.999999986301,0.917808206605,4.54225352113
825.0,0.438036809278,0.999999998138,0.556797019447,4.73696969697
883.0,0.441753171347,0.99999999823,0.566371680414,4.70215175538
1125.0,0.427787933795,0.999999998626,0.549450548696,4.71022222222
498.0,0.534979422768,0.99999999661,0.701694912876,4.88152610442
540.0,0.370441458022,0.99999999639,0.50541516063,4.15185185185
855.0,0.438534278441,0.999999997788,0.652654865813,4.30058479532
223.0,0.662162159179,0.999999992424,0.825757569502,4.55156950673
349.0,0.583333331597,0.999999995455,0.713636360393,4.80229226361
1007.0,0.437751003577,0.999999998469,0.565084225781,4.79344587885
464.0,0.546666665452,0.999999996226,0.735849053827,4.4375
233.0,0.552884612727,0.999999992063,0.714285708617,4.63519313305
167.0,0.680981590914,0.99999999,0.8299999917,4.85628742515
825.0,0.476600984635,0.999999997817,0.711790391459,4.41939393939
1099.0,0.412304866472,0.99999999851,0.55737704835,4.58325750682
263.0,0.62307692068,0.999999993151,0.808219172546,4.3536121673
468.0,0.534216334362,0.999999996198,0.722433457329,4.52991452991
346.0,0.564564562869,0.999999994819,0.709844555908,4.27456647399
455.0,0.495594712565,0.999999996169,0.659003828893,4.69450549451
81.0,0.787499990156,0.99999998,0.9399999812,4.51851851852
308.0,0.633116881061,0.999999994624,0.806451608567,4.73376623377
235.0,0.643776821271,0.999999993151,0.801369857525,5.09787234043
141.0,0.643939389061,0.999999987654,0.790123447036,4.58865248227
389.0,0.55555555412,0.999999995349,0.725581391974,4.31619537275
261.0,0.598455596145,0.999999993976,0.710843369212,5.14942528736
100.0,0.7599999924,0.999999983607,0.803278675356,4.45
270.0,0.60077519147,0.999999993827,0.740740736168,4.25925925926
105.0,0.819047611247,0.9999999875,0.862499989219,5.41904761905
258.0,0.589147284538,0.99999999359,0.737179482454,4.85271317829
254.0,0.627530361832,0.999999994286,0.697142853159,4.62598425197
318.0,0.633440512433,0.999999994595,0.837837833309,4.42767295597
965.0,0.435146443059,0.999999998387,0.564516128122,4.75544041451
1030.0,0.41862745057,0.999999998496,0.54736842023,4.61650485437
231.0,0.635964909491,0.999999991736,0.826446274162,4.16883116883
935.0,0.442036835924,0.999999998361,0.567213113824,4.74652406417
701.0,0.480575538877,0.999999997409,0.683937822062,4.45791726106
328.0,0.570552145489,0.999999995283,0.679245279815,4.76524390244
281.0,0.605263155619,0.999999994444,0.733333329259,4.55871886121
537.0,0.538175045553,0.999999996815,0.742038214197,4.98324022346
259.0,0.640624997498,0.999999993631,0.840764325855,4.76061776062
1455.0,0.41982507258,0.999999998928,0.551982850427,4.71065292096
1596.0,0.419729206693,0.999999998885,0.632107022707,4.63220551378
164.0,0.587837833866,0.999999989362,0.691489354346,4.65243902439
424.0,0.552567235813,0.999999996324,0.676470585748,4.98113207547
345.0,0.603658534745,0.999999995,0.74999999625,4.43188405797
138.0,0.753731337659,0.999999988506,0.816091944643,4.65942028986
459.0,0.563192903408,0.99999999635,0.737226274682,4.81045751634
794.0,0.503176619437,0.999999997921,0.671517670122,4.83249370277
291.0,0.531690138973,0.999999993939,0.666666662626,4.78694158076
614.0,0.53057851152,0.999999997159,0.749999997869,4.75732899023
144.0,0.722627731952,0.999999987013,0.857142846011,4.82638888889
249.0,0.597560973181,0.999999993151,0.732876707309,4.5421686747
142.0,0.732394361039,0.999999988235,0.905882342284,4.61267605634
221.0,0.5799999971,0.99999999187,0.715447148655,4.14027149321
82.0,0.786666656178,0.999999979592,0.836734676801,4.9512195122
289.0,0.64912280474,0.999999995146,0.776699025356,4.74740484429
173.0,0.723529407509,0.999999991071,0.803571421397,4.93641618497
957.0,0.441860464649,0.999999998374,0.575609755162,4.78787878788
372.0,0.548648647166,0.999999995745,0.689361699194,5.03225806452
640.0,0.528481011822,0.999999997222,0.741666664606,4.3125
330.0,0.501597442487,0.999999995283,0.584905657618,4.65757575758
453.0,0.514606740417,0.999999996503,0.622377620201,4.46799116998
1265.0,0.40079681243,0.999999998733,0.542458807931,4.54229249012
981.0,0.433884297072,0.999999998408,0.57006369336,4.75840978593
381.0,0.546174141039,0.999999995146,0.747572811905,4.84776902887
292.0,0.626334517344,0.999999994012,0.790419156944,4.49315068493
165.0,0.654545450579,0.999999989011,0.835164825987,4.57575757576
1020.0,0.413108241894,0.999999998452,0.535603714341,4.64117647059
230.0,0.669603521279,0.999999992424,0.87878787213,4.79565217391
123.0,0.716666660694,0.999999986667,0.826666655644,4.46341463415
258.0,0.614785989826,0.999999993506,0.759740254807,4.56976744186
983.0,0.440782697795,0.999999998397,0.578525640099,4.69582909461
180.0,0.606936412677,0.999999990099,0.752475240075,4.72777777778
272.0,0.524344567325,0.999999995074,0.576354676964,5.11397058824
277.0,0.450184500184,0.999999994737,0.494736839501,4.49458483755
365.0,0.58126721603,0.999999995633,0.742358075361,4.69589041096
114.0,0.799999992727,0.999999986111,0.874999987847,4.81578947368
1058.0,0.409961685431,0.999999998503,0.546407184811,4.66918714556
211.0,0.607655499485,0.99999999115,0.778761055055,4.43127962085
373.0,0.561307900378,0.999999995652,0.678260866616,4.85522788204
144.0,0.591549291609,0.999999990566,0.556603768334,4.77777777778
760.0,0.531628532259,0.999999997691,0.750577365472,4.38289473684
204.0,0.6464646432,0.999999990991,0.792792785651,4.42156862745
481.0,0.54105263044,0.999999996429,0.707142854617,4.59459459459
246.0,0.702127656587,0.999999993464,0.849673197061,4.43902439024
182.0,0.596685079576,0.999999990196,0.676470581603,4.91758241758
498.0,0.522821575679,0.999999996743,0.651465795924,4.67670682731
175.0,0.685714281796,0.99999999115,0.823008842274,5.49714285714
252.0,0.662650599748,0.999999993421,0.828947362967,4.68253968254
334.0,0.625377641615,0.999999995192,0.778846150102,4.84730538922
283.0,0.743190658587,0.999999994505,0.84065933604,4.39222614841
284.0,0.602941174254,0.999999994595,0.718918915033,4.6161971831
1077.0,0.438381937499,0.999999998551,0.572463767286,4.76323119777
1160.0,0.437225636139,0.99999999867,0.565159573717,4.74051724138
289.0,0.586956519612,0.999999994012,0.724550893865,4.56401384083
848.0,0.449464922177,0.999999997636,0.713947988856,4.19221698113
211.0,0.68269230441,0.999999992126,0.826771647033,4.60663507109
951.0,0.437295528422,0.99999999827,0.577854670281,5.03785488959
286.0,0.652631576657,0.999999994444,0.799999995556,5.00699300699
577.0,0.411867364028,0.999999996979,0.552870088964,4.44714038128
505.0,0.440677965168,0.999999996845,0.529968452587,4.30891089109
255.0,0.623015870544,0.999999993333,0.766666661556,4.41568627451
252.0,0.670634917974,0.999999993671,0.822784804919,4.63492063492
757.0,0.449197860362,0.999999997669,0.634032632555,4.55482166446
152.0,0.622377618025,0.999999990741,0.703703697188,5.08552631579
357.0,0.525423727329,0.999999995575,0.650442474998,4.94677871148
326.0,0.696969694623,0.999999995327,0.794392519652,4.35582822086
1314.0,0.399529042073,0.999999998773,0.534969324497,4.65677321157
397.0,0.511688310359,0.999999995708,0.660944203172,5.35264483627
767.0,0.440318301803,0.999999997691,0.614318705279,4.47327249022
317.0,0.561904760121,0.999999994737,0.673684206981,4.99369085174
245.0,0.579399139144,0.999999993289,0.677852344444,4.25306122449
891.0,0.43806306257,0.999999998134,0.604477610813,4.76879910213
1121.0,0.441923774554,0.999999998485,0.622727271784,4.69402319358
993.0,0.415821500592,0.999999998028,0.6607495056,4.40886203424
309.0,0.618892506127,0.999999994652,0.754010691155,4.68284789644
174.0,0.619883037311,0.99999999,0.7499999925,4.5
159.0,0.759493666079,0.999999989583,0.895833324002,4.89308176101
449.0,0.502252251121,0.999999997253,0.524725273284,5.30734966592
243.0,0.654008436059,0.999999992481,0.849624053762,4.20164609053
222.0,0.665024627266,0.999999992593,0.755555549959,4.63063063063
160.0,0.647798738064,0.999999988506,0.850574702867,4.19375
1015.0,0.484143762702,0.999999998328,0.647157189553,4.95369458128
344.0,0.563049851721,0.999999995122,0.69268292345,4.84011627907
1028.0,0.408102766395,0.999999998464,0.526881719621,4.58852140078
347.0,0.584569731203,0.999999995413,0.738532106704,5.06916426513
848.0,0.444576876705,0.999999998205,0.560143625565,4.75117924528
255.0,0.631578944811,0.999999993103,0.806896546159,4.85882352941
424.0,0.640096616811,0.999999995918,0.840816323099,4.64150943396
1289.0,0.359905287798,0.999999998547,0.540697673633,4.24127230411
286.0,0.55263157687,0.999999993377,0.721854299855,4.38461538462
347.0,0.516717323657,0.999999994975,0.668341705184,4.66570605187
280.0,0.579925648402,0.999999994118,0.664705878443,4.14285714286
396.0,0.501278771096,0.999999995781,0.624472571205,4.5
665.0,0.595166162243,0.999999998208,0.646953403859,5.88571428571
428.0,0.590570718138,0.999999996503,0.65384615156,4.96962616822
727.0,0.466850828084,0.999999997525,0.678217820103,4.64649243466
270.0,0.576923074704,0.999999993377,0.70860926683,4.71481481481
322.0,0.666666664488,0.999999994975,0.783919594051,4.14596273292
518.0,0.486434107584,0.999999996575,0.654109586801,4.78957528958
487.0,0.519587627795,0.999999996466,0.710247347314,4.48049281314
264.0,0.567567565376,0.99999999375,0.687499995703,4.38636363636
149.0,0.673913038595,0.999999988235,0.788235284844,3.89261744966
62.0,0.887096759886,0.99999997561,0.926829245687,4.87096774194
75.0,0.853333321956,0.999999978261,0.978260848299,4.46666666667
143.0,0.706293701355,0.999999987952,0.891566254318,4.20979020979
1154.0,0.419072615556,0.999999998605,0.566248255835,4.66897746967
1303.0,0.391912907938,0.999999998776,0.521419828003,4.67459708365
494.0,0.452138491951,0.99999999654,0.591695499683,4.72267206478
213.0,0.647887320902,0.999999991071,0.874999992188,4.20657276995
180.0,0.655367227936,0.999999990099,0.801980190079,4.27222222222
106.0,0.715686267493,0.999999984615,0.846153833136,4.56603773585
606.0,0.482470783836,0.99999999723,0.659279776567,4.5198019802
339.0,0.680645159095,0.999999994792,0.859374995524,4.30678466077
279.0,0.609318994232,0.999999993976,0.771084332704,5.08602150538
340.0,0.567567565863,0.99999999422,0.786127163086,4.3
962.0,0.473684210028,0.999999998175,0.689781020639,4.82848232848
135.0,0.694029845567,0.999999986486,0.878378366508,4.34074074074
185.0,0.653846150254,0.999999991228,0.745614028547,4.51891891892
344.0,0.551319646477,0.999999994792,0.708333329644,4.75581395349
698.0,0.498533723609,0.999999997743,0.656884874364,4.61031518625
310.0,0.612456745286,0.999999994924,0.720812179082,4.55806451613
461.0,0.549999998804,0.999999996441,0.704626332012,5.07809110629
318.0,0.579288024015,0.999999994152,0.777777773229,4.64779874214
294.0,0.703007516154,0.999999994382,0.842696624479,4.36054421769
930.0,0.442162161684,0.999999998195,0.624548735335,5.10860215054
682.0,0.487369984417,0.999999997481,0.682619645636,4.60850439883
349.0,0.541916166042,0.999999994792,0.749999996094,4.38681948424
1302.0,0.414364640557,0.999999998805,0.536439664831,4.72196620584
220.0,0.602803735501,0.999999992248,0.682170537348,4.91818181818
140.0,0.786764700097,0.999999987179,0.935897423899,4.20714285714
341.0,0.498470946488,0.999999995475,0.601809952028,4.6715542522
537.0,0.503952568174,0.99999999729,0.60162601463,4.88454376164
358.0,0.50285714142,0.999999994505,0.686813183039,4.25418994413
221.0,0.660550455686,0.99999999375,0.756249995273,4.89592760181
195.0,0.618556697842,0.999999991803,0.721311469497,4.88205128205
604.0,0.433774833719,0.999999997101,0.588405795396,4.59437086093
707.0,0.446043164826,0.999999997579,0.615012105048,4.40594059406
331.0,0.649230767233,0.999999995327,0.81308410835,5.11782477341
529.0,0.460348161585,0.99999999696,0.589665651703,4.65973534972
358.0,0.622478384373,0.999999995349,0.776744182434,5.39106145251
877.0,0.433734939236,0.99999999811,0.584120981883,5.09578107184
270.0,0.583643120507,0.999999993377,0.781456948467,4.13333333333
233.0,0.570815448194,0.999999993506,0.62987012578,4.78969957082
264.0,0.654618471267,0.999999994382,0.741573029542,4.66666666667
148.0,0.721088430469,0.999999989691,0.865979372516,4.72972972973
315.0,0.617834392937,0.999999994924,0.741116747507,5.06666666667
696.0,0.480463096266,0.999999997268,0.743169396877,4.01724137931
98.0,0.744897951583,0.999999982456,0.78947367036,4.70408163265
719.0,0.492329148546,0.999999997579,0.685230022554,4.65090403338
1364.0,0.388026607252,0.999999998815,0.53436018894,4.6151026393
1408.0,0.395698924448,0.999999998871,0.536117380885,4.59659090909
324.0,0.592948716048,0.999999994949,0.7070707035,4.19444444444
257.0,0.622047241645,0.99999999359,0.801282046146,4.62645914397
328.0,0.609756095702,0.999999994709,0.793650789452,4.9512195122
204.0,0.682051278554,0.999999993056,0.736111105999,5.22058823529
230.0,0.65486725374,0.999999992308,0.846153839645,4.34347826087
996.0,0.413793103029,0.99999999843,0.533751961485,4.66967871486
578.0,0.473684209695,0.999999997222,0.599999998333,4.66435986159
1175.0,0.4020707503,0.999999998628,0.534979423134,4.57361702128
291.0,0.620209057072,0.999999994152,0.812865492322,4.55670103093
416.0,0.543902437698,0.999999995798,0.71008403063,4.78125
208.0,0.673076919841,0.999999992857,0.785714280102,5.26442307692
151.0,0.710344822687,0.999999988235,0.788235284844,4.40397350993
337.0,0.611987379773,0.99999999537,0.726851848487,4.60830860534
178.0,0.634831457108,0.999999990099,0.762376230075,4.34269662921
787.0,0.519948519279,0.999999997917,0.708333331858,4.53621346887
325.0,0.613003094077,0.999999994924,0.756345173826,4.50153846154
476.0,0.496583142377,0.999999996255,0.636704117466,4.06512605042
470.0,0.487124462474,0.999999996124,0.689922477946,4.38936170213
252.0,0.635593217646,0.999999993548,0.741935479084,4.41666666667
203.0,0.668367343529,0.999999992126,0.826771647033,4.9802955665
351.0,0.521489969852,0.999999995192,0.658653842987,4.62678062678
566.0,0.553113552101,0.99999999705,0.73451327217,4.36042402827
297.0,0.532203388026,0.999999995215,0.583732054623,4.90235690236
104.0,0.754901953383,0.999999982759,0.862068950654,4.64423076923
1438.0,0.466053747902,0.999999998906,0.641137854878,4.82962447844
293.0,0.585365851619,0.999999993976,0.759036140006,4.66552901024
655.0,0.524180966421,0.999999997549,0.688725488508,4.46564885496
995.0,0.38061224451,0.999999998088,0.575525811519,4.35778894472
138.0,0.715328461932,0.9999999875,0.849999989375,4.21014492754
1081.0,0.42035815229,0.999999998496,0.563909773588,4.58556891767
321.0,0.617554856998,0.999999994536,0.814207645824,4.33644859813
910.0,0.44950055444,0.999999998302,0.575551781705,4.68571428571
747.0,0.519021738425,0.999999997706,0.736238530421,4.43105756359
1159.0,0.399126637206,0.999999998586,0.550212163295,4.56427955134
147.0,0.734693872553,0.999999987952,0.855421676441,4.6462585034
138.0,0.644927531558,0.999999986842,0.749999990132,4.13043478261
738.0,0.402877697262,0.999999997849,0.507526880629,4.44037940379
935.0,0.449023860684,0.999999998366,0.573529410828,4.73048128342
1036.0,0.425365853244,0.99999999848,0.556231002194,4.64864864865
996.0,0.490374872857,0.999999998267,0.705372615762,4.70481927711
331.0,0.691318325751,0.999999995652,0.752173909773,5.06344410876
497.0,0.533880902394,0.999999996644,0.694630870152,4.50301810865
678.0,0.493273541864,0.999999997354,0.72486772295,4.66814159292
211.0,0.63636363315,0.999999992857,0.714285709184,5.06161137441
1821.0,0.373687119749,0.999999999058,0.552730696278,4.44920373421
190.0,0.622340422222,0.999999990991,0.783783776723,5.02631578947
174.0,0.658959533763,0.999999991667,0.724999993958,4.59770114943
1245.0,0.432896889989,0.999999998895,0.533701656869,5.10602409639
83.0,0.843373483815,0.99999998,0.9199999816,4.79518072289
400.0,0.506426733917,0.999999995781,0.645569617529,4.7325
279.0,0.6499999975,0.999999994253,0.764367811699,4.43010752688
180.0,0.648044689117,0.999999992366,0.694656483247,4.51666666667
771.0,0.492997198189,0.999999997647,0.691764704255,4.36835278859
327.0,0.619496853398,0.999999994872,0.774358970388,4.53822629969
536.0,0.541509432941,0.999999996732,0.735294115244,4.65485074627
713.0,0.405099149568,0.999999997312,0.596774191944,4.45161290323
456.0,0.613425924506,0.999999996154,0.803846150754,4.49561403509
416.0,0.547368419612,0.999999996124,0.655038757151,4.64423076923
1267.0,0.502034173717,0.999999998779,0.67277167195,4.85635359116
165.0,0.656249995898,0.999999989899,0.747474739924,4.41212121212
227.0,0.579908673151,0.999999993151,0.636986297007,4.73127753304
120.0,0.799999993333,0.999999987013,0.870129858829,4.45
268.0,0.515037592049,0.999999994186,0.575581392002,4.80597014925
695.0,0.425339365874,0.999999997732,0.514739227858,4.93525179856
501.0,0.545454544353,0.99999999654,0.771626294908,4.75848303393
282.0,0.621428569209,0.999999994286,0.77142856702,4.57092198582
375.0,0.556149731133,0.999999995122,0.736585362261,4.44266666667
324.0,0.527950308919,0.999999994475,0.756906073166,4.91975308642
792.0,0.456094363753,0.999999997951,0.610655736454,4.62247474747
230.0,0.621004563374,0.999999992188,0.765624994019,4.67391304348
732.0,0.441860464512,0.999999997436,0.65384615217,4.1106557377
350.0,0.615606934637,0.999999995192,0.79807691924,5.02
315.0,0.537162160347,0.999999994737,0.636842101911,4.7619047619
317.0,0.555555553792,0.999999994624,0.698924727425,4.25867507886
419.0,0.572481571075,0.999999996183,0.706106867534,4.73269689737
275.0,0.621323527127,0.999999993671,0.791139235499,4.82909090909
197.0,0.730964463295,0.999999992063,0.896825389708,4.54314720812
1046.0,0.436416184551,0.999999998363,0.626841242837,4.57743785851
732.0,0.456551723508,0.999999997636,0.624113473702,4.6393442623
207.0,0.668316828375,0.999999992366,0.778625948255,4.64251207729
434.0,0.541966425559,0.999999995968,0.733870964783,4.89631336406
276.0,0.572992698639,0.999999993939,0.727272722865,4.75724637681
497.0,0.514522820509,0.999999996364,0.705454542889,4.60965794769
91.0,0.707865160586,0.999999981818,0.818181803306,4.40659340659
176.0,0.632183904413,0.999999990476,0.761904754649,4.51136363636
415.0,0.599496220152,0.999999996212,0.719696966971,4.59759036145
1298.0,0.412772585348,0.99999999866,0.603217157368,4.63174114022
273.0,0.592452827953,0.99999999422,0.722543348425,4.87912087912
601.0,0.524369747018,0.999999997059,0.729411762561,4.71214642263
221.0,0.571428568795,0.999999992063,0.746031740111,4.62443438914
205.0,0.63636363315,0.999999991071,0.812499992746,4.36585365854
469.0,0.551724136742,0.999999995833,0.816666663264,4.45202558635
208.0,0.70297029355,0.99999999115,0.884955744381,4.20192307692
349.0,0.573065900937,0.999999995575,0.699115041154,4.45272206304
651.0,0.508885298047,0.999999997368,0.673684208753,4.69278033794
374.0,0.602150536016,0.999999995671,0.735930732745,4.80213903743
264.0,0.583333331124,0.999999994505,0.642857139325,5.02651515152
1202.0,0.38091216184,0.999999998938,0.438428874269,5.25291181364
203.0,0.693121689454,0.999999991228,0.859649115266,4.46798029557
652.0,0.531782944912,0.999999997423,0.724226802257,4.88803680982
714.0,0.564885495321,0.99999999812,0.637218043915,4.97338935574
1579.0,0.383683874835,0.99999999887,0.585310733802,4.68334388854
955.0,0.438095237632,0.999999998363,0.577741406583,4.74554973822
701.0,0.498542273326,0.999999997579,0.661016947552,4.69329529244
633.0,0.463576158173,0.999999997396,0.591145831794,4.51184834123
604.0,0.461669505176,0.999999997361,0.569920842823,4.53311258278
876.0,0.517281105395,0.999999998211,0.688729873544,5.1198630137
528.0,0.495126704688,0.999999996479,0.700704222885,4.14772727273
342.0,0.606707315223,0.999999995025,0.75621890171,4.15497076023
513.0,0.565217390187,0.999999996764,0.747572813115,4.99805068226
324.0,0.573248405818,0.999999994949,0.712121208525,5.45987654321
187.0,0.623595502115,0.999999990566,0.726415087487,4.85026737968
291.0,0.58333333122,0.99999999422,0.682080920913,4.51202749141
334.0,0.628834353899,0.999999995633,0.755458511985,5.1497005988
298.0,0.600682591807,0.999999995192,0.663461535272,5.11073825503
276.0,0.648351645977,0.999999994872,0.764102560184,5.17753623188
1383.0,0.418013856491,0.999999998837,0.556976743538,4.65148228489
260.0,0.730769227646,0.999999993865,0.834355823102,4.43846153846
749.0,0.424528301315,0.999999997487,0.613065325093,4.37650200267
286.0,0.605166049427,0.999999994012,0.754491013446,4.55594405594
121.0,0.590909085537,0.999999985294,0.647058814014,4.32231404959
109.0,0.663157887756,0.999999984375,0.734374988525,3.91743119266
303.0,0.594594592586,0.999999994118,0.741176466228,4.52145214521
1550.0,0.467997246753,0.99999999894,0.638388122335,4.7935483871
223.0,0.619909499457,0.999999991379,0.827586199762,4.53811659193
170.0,0.713414629796,0.999999991803,0.80327868194,4.78823529412
722.0,0.479166666001,0.999999997573,0.667475726535,4.81024930748
388.0,0.637305697831,0.999999995885,0.814814811462,4.67783505155
364.0,0.518624640348,0.999999995074,0.679802952316,4.2032967033
1160.0,0.398940864608,0.999999998619,0.522099446793,4.61551724138
354.0,0.613180514002,0.999999995475,0.737556557749,4.68926553672
149.0,0.729729724799,0.999999989362,0.851063820733,4.48322147651
225.0,0.679999996978,0.999999992593,0.866666660247,4.56444444444
281.0,0.660714283355,0.999999994505,0.796703292326,5.24555160142
596.0,0.513605441303,0.999999997429,0.629820049795,4.86744966443
263.0,0.663716811222,0.999999993939,0.67272726865,4.31178707224
272.0,0.658823526828,0.999999993711,0.817610057751,4.05147058824
658.0,0.480857579662,0.999999997191,0.676966290233,4.92553191489
563.0,0.584532373049,0.999999997312,0.766129030199,5.54351687389
372.0,0.567934781065,0.999999995,0.78999999605,4.39247311828
452.0,0.502232141736,0.999999996183,0.660305340991,4.62389380531
400.0,0.573604059458,0.999999995951,0.728744936321,4.8225
