 self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess
545.0,16000.0,3151.15789474
0.0,0.0,0.0
1700.0,2500.0,2100.0
992.0,4700.0,2858.4
757.0,5400.0,2795.7
3100.0,3100.0,3100.0
0.0,0.0,0.0
727.0,727.0,727.0
951.0,951.0,951.0
1300.0,1300.0,1300.0
0.0,0.0,0.0
545.0,16000.0,3151.15789474
2700.0,2700.0,2700.0
0.0,0.0,0.0
20900.0,20900.0,20900.0
545.0,16000.0,3151.15789474
545.0,16000.0,3151.15789474
527.0,527.0,527.0
0.0,0.0,0.0
767.0,6800.0,2989.0
0.0,0.0,0.0
475.0,4400.0,2691.66666667
6600.0,6600.0,6600.0
545.0,16000.0,3151.15789474
0.0,0.0,0.0
1100.0,1100.0,1100.0
2500.0,2500.0,2500.0
545.0,16000.0,3151.15789474
545.0,16000.0,3151.15789474
545.0,16000.0,2744.375
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6700.0,16700.0,11700.0
0.0,0.0,0.0
543.0,16000.0,3095.95238095
569.0,3100.0,1834.5
2000.0,2000.0,2000.0
0.0,0.0,0.0
4200.0,5800.0,5000.0
545.0,16000.0,3151.15789474
0.0,0.0,0.0
699.0,2000.0,1199.8
20500.0,29900.0,25200.0
2000.0,4900.0,3500.0
0.0,0.0,0.0
873.0,10900.0,4657.66666667
0.0,0.0,0.0
0.0,0.0,0.0
1300.0,1300.0,1300.0
704.0,3700.0,2138.0
1800.0,1800.0,1800.0
931.0,3800.0,2365.5
1200.0,1200.0,1200.0
0.0,0.0,0.0
5400.0,5400.0,5400.0
0.0,0.0,0.0
545.0,16000.0,3368.6
545.0,16000.0,3151.15789474
0.0,0.0,0.0
545.0,16000.0,3223.6
2300.0,8300.0,5100.0
2800.0,2800.0,2800.0
1300.0,1600.0,1450.0
0.0,0.0,0.0
1600.0,1600.0,1600.0
0.0,0.0,0.0
1200.0,3500.0,2300.0
10500.0,10500.0,10500.0
0.0,0.0,0.0
953.0,953.0,953.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,40000.0,14600.0
1500.0,3900.0,2533.33333333
2800.0,2800.0,2800.0
1100.0,6000.0,2760.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
1600.0,1600.0,1600.0
5000.0,5000.0,5000.0
1000.0,3200.0,2100.0
545.0,16000.0,3113.6
0.0,0.0,0.0
0.0,0.0,0.0
4700.0,4700.0,4700.0
585.0,585.0,585.0
545.0,16000.0,3035.3
545.0,16000.0,3151.15789474
0.0,0.0,0.0
0.0,0.0,0.0
903.0,2700.0,1601.0
545.0,16000.0,3151.15789474
0.0,0.0,0.0
3800.0,3800.0,3800.0
19300.0,19300.0,19300.0
545.0,16000.0,3151.15789474
1200.0,1200.0,1200.0
990.0,1100.0,1045.0
384.0,4600.0,3061.33333333
317.0,5400.0,1740.5
0.0,0.0,0.0
545.0,16000.0,3613.54545455
3100.0,16700.0,8800.0
161.0,1400.0,853.666666667
742.0,2000.0,1268.4
940.0,3000.0,1970.0
0.0,0.0,0.0
447.0,447.0,447.0
4300.0,20700.0,12500.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
40.0,40.0,40.0
1100.0,1800.0,1450.0
6400.0,22800.0,14600.0
677.0,1500.0,1269.25
545.0,16000.0,3151.15789474
302.0,16000.0,2593.04
1400.0,6300.0,3233.33333333
1400.0,1400.0,1400.0
13500.0,13500.0,13500.0
0.0,0.0,0.0
822.0,822.0,822.0
67700.0,67700.0,67700.0
988.0,18000.0,5772.0
0.0,0.0,0.0
958.0,2000.0,1339.5
0.0,0.0,0.0
17700.0,17700.0,17700.0
902.0,902.0,902.0
1200.0,22800.0,12000.0
513.0,16000.0,3632.61904762
0.0,0.0,0.0
3100.0,3100.0,3100.0
704.0,704.0,704.0
1800.0,16200.0,9000.0
179.0,4900.0,2539.5
442.0,7600.0,3029.54545455
0.0,0.0,0.0
0.0,0.0,0.0
1800.0,1800.0,1800.0
0.0,0.0,0.0
1000.0,2000.0,1500.0
1100.0,1100.0,1100.0
0.0,0.0,0.0
1800.0,1800.0,1800.0
2000.0,3900.0,2716.66666667
1500.0,3300.0,2333.33333333
545.0,16000.0,3793.6
0.0,0.0,0.0
274.0,16000.0,3007.3
0.0,0.0,0.0
0.0,0.0,0.0
3400.0,3700.0,3500.0
5200.0,5200.0,5200.0
1200.0,2200.0,1700.0
569.0,4700.0,2242.25
2000.0,2600.0,2300.0
7300.0,7300.0,7300.0
2000.0,2000.0,2000.0
2600.0,2600.0,2600.0
1100.0,19700.0,9625.0
597.0,597.0,597.0
3500.0,3500.0,3500.0
1100.0,1500.0,1300.0
0.0,0.0,0.0
0.0,0.0,0.0
928.0,928.0,928.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
545.0,16000.0,3178.6
545.0,16000.0,3151.15789474
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2000.0,7300.0,4650.0
2500.0,4500.0,3500.0
1500.0,22800.0,12150.0
586.0,586.0,586.0
3800.0,3800.0,3800.0
0.0,0.0,0.0
1200.0,1200.0,1200.0
1100.0,2900.0,2000.0
0.0,0.0,0.0
274.0,5500.0,2357.125
9300.0,9300.0,9300.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
1100.0,22800.0,11950.0
0.0,0.0,0.0
1300.0,5300.0,3566.66666667
2400.0,4500.0,3450.0
302.0,16000.0,2522.07407407
1700.0,1700.0,1700.0
2700.0,2700.0,2700.0
7500.0,7500.0,7500.0
3600.0,3600.0,3600.0
4500.0,15300.0,10400.0
791.0,2000.0,1398.5
837.0,2400.0,1512.33333333
2300.0,3300.0,2800.0
2900.0,2900.0,2900.0
0.0,0.0,0.0
396.0,396.0,396.0
1600.0,1600.0,1600.0
832.0,11700.0,4922.0
5100.0,5100.0,5100.0
4300.0,4300.0,4300.0
2500.0,2500.0,2500.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1300.0,3600.0,2233.33333333
545.0,16000.0,2764.17391304
545.0,16000.0,3053.6
3400.0,4100.0,3833.33333333
2000.0,2000.0,2000.0
0.0,0.0,0.0
0.0,0.0,0.0
38.0,38.0,38.0
545.0,16000.0,3151.15789474
344.0,1400.0,859.666666667
545.0,16000.0,3053.6
2500.0,2500.0,2500.0
1700.0,8700.0,4450.0
0.0,0.0,0.0
1500.0,1500.0,1500.0
5300.0,9300.0,7300.0
727.0,788.0,757.5
274.0,18200.0,2822.76923077
0.0,0.0,0.0
1300.0,1300.0,1300.0
0.0,0.0,0.0
2900.0,5800.0,4350.0
0.0,0.0,0.0
1600.0,1800.0,1700.0
3700.0,3700.0,3700.0
1000.0,1000.0,1000.0
0.0,0.0,0.0
648.0,28400.0,4718.02325581
1700.0,1700.0,1700.0
274.0,4600.0,1541.33333333
0.0,0.0,0.0
0.0,0.0,0.0
545.0,16000.0,2950.47619048
0.0,0.0,0.0
545.0,16000.0,3151.15789474
1000.0,19000.0,4072.72727273
545.0,16000.0,3151.15789474
4800.0,4800.0,4800.0
1000.0,1000.0,1000.0
0.0,0.0,0.0
396.0,28300.0,5335.6
545.0,16000.0,3151.15789474
0.0,0.0,0.0
1200.0,1500.0,1366.66666667
4600.0,4600.0,4600.0
0.0,0.0,0.0
2700.0,2700.0,2700.0
545.0,16000.0,3022.47619048
4800.0,4800.0,4800.0
1200.0,1500.0,1333.33333333
1100.0,2000.0,1575.0
6700.0,6700.0,6700.0
2100.0,2100.0,2100.0
2900.0,5800.0,4350.0
2200.0,2200.0,2200.0
1500.0,1500.0,1500.0
2700.0,37400.0,20050.0
0.0,0.0,0.0
7900.0,7900.0,7900.0
39200.0,39200.0,39200.0
5500.0,5500.0,5500.0
555.0,42500.0,5079.21052632
0.0,0.0,0.0
1200.0,1200.0,1200.0
0.0,0.0,0.0
7300.0,7300.0,7300.0
1900.0,1900.0,1900.0
7900.0,7900.0,7900.0
7900.0,7900.0,7900.0
0.0,0.0,0.0
1400.0,5300.0,3350.0
518.0,2500.0,1654.5
1900.0,1900.0,1900.0
1300.0,10500.0,5900.0
0.0,0.0,0.0
0.0,0.0,0.0
1100.0,18000.0,5180.0
8600.0,8600.0,8600.0
0.0,0.0,0.0
485.0,1100.0,792.5
1600.0,1600.0,1600.0
610.0,610.0,610.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
1600.0,2400.0,2000.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,3600.0,2400.0
0.0,0.0,0.0
1300.0,1300.0,1300.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
9100.0,9100.0,9100.0
1000.0,1100.0,1050.0
1200.0,1900.0,1466.66666667
0.0,0.0,0.0
731.0,3400.0,1777.0
731.0,2000.0,1285.0
1200.0,1200.0,1200.0
1200.0,1400.0,1300.0
1200.0,1200.0,1200.0
1300.0,2100.0,1700.0
545.0,16000.0,3008.19047619
3300.0,5200.0,4350.0
1100.0,4600.0,2375.0
1800.0,4600.0,3666.66666667
0.0,0.0,0.0
1200.0,18000.0,9600.0
4400.0,4400.0,4400.0
542.0,2800.0,1289.8
782.0,2200.0,1491.0
0.0,0.0,0.0
2400.0,2400.0,2400.0
1600.0,2300.0,1950.0
0.0,0.0,0.0
1400.0,1400.0,1400.0
0.0,0.0,0.0
1100.0,22800.0,11950.0
4000.0,4000.0,4000.0
737.0,1600.0,1109.2
0.0,0.0,0.0
585.0,1400.0,992.5
482.0,1400.0,941.0
1100.0,16000.0,7300.0
2300.0,14600.0,8450.0
1100.0,1100.0,1100.0
0.0,0.0,0.0
25200.0,25200.0,25200.0
0.0,0.0,0.0
965.0,3500.0,2127.5
432.0,2500.0,1449.75
0.0,0.0,0.0
731.0,1500.0,1115.5
0.0,0.0,0.0
1300.0,18200.0,5793.33333333
1200.0,3400.0,2300.0
751.0,16900.0,8825.5
0.0,0.0,0.0
0.0,0.0,0.0
1100.0,1100.0,1100.0
7300.0,7300.0,7300.0
630.0,25200.0,8782.5
1.0,7900.0,2285.83333333
0.0,0.0,0.0
1100.0,9000.0,4400.0
881.0,3400.0,1756.2
1600.0,5300.0,3450.0
3200.0,3200.0,3200.0
343.0,4500.0,2130.375
0.0,0.0,0.0
0.0,0.0,0.0
699.0,699.0,699.0
0.0,0.0,0.0
810.0,810.0,810.0
0.0,0.0,0.0
2700.0,2700.0,2700.0
1400.0,7900.0,4650.0
0.0,0.0,0.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,4800.0,3000.0
2400.0,2400.0,2400.0
4100.0,8900.0,6500.0
5400.0,8900.0,6566.66666667
8900.0,8900.0,8900.0
787.0,787.0,787.0
0.0,0.0,0.0
1200.0,1200.0,1200.0
725.0,12500.0,4336.11111111
8000.0,8000.0,8000.0
1600.0,1600.0,1600.0
11300.0,11300.0,11300.0
1800.0,1800.0,1800.0
1200.0,1200.0,1200.0
2000.0,4800.0,3400.0
0.0,0.0,0.0
6400.0,6400.0,6400.0
0.0,0.0,0.0
8900.0,8900.0,8900.0
0.0,0.0,0.0
1700.0,4700.0,2900.0
0.0,0.0,0.0
0.0,0.0,0.0
33800.0,33800.0,33800.0
3100.0,3100.0,3100.0
0.0,0.0,0.0
2000.0,2000.0,2000.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
2000.0,2000.0,2000.0
3000.0,5100.0,4025.0
0.0,0.0,0.0
777.0,1700.0,1238.5
727.0,2000.0,1363.5
0.0,0.0,0.0
1200.0,3800.0,2400.0
412.0,2100.0,1298.25
811.0,811.0,811.0
2300.0,3000.0,2533.33333333
484.0,16000.0,2914.83333333
1300.0,3800.0,2300.0
0.0,0.0,0.0
1400.0,2200.0,1800.0
5400.0,5400.0,5400.0
1100.0,2400.0,1750.0
0.0,0.0,0.0
5400.0,8900.0,7150.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
775.0,775.0,775.0
0.0,0.0,0.0
1000.0,2000.0,1566.66666667
2400.0,33100.0,17750.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
8000.0,8000.0,8000.0
458.0,1100.0,779.0
0.0,0.0,0.0
3300.0,3300.0,3300.0
1300.0,1700.0,1500.0
2400.0,2400.0,2400.0
727.0,5200.0,2321.16666667
0.0,0.0,0.0
3600.0,6400.0,5000.0
0.0,0.0,0.0
0.0,0.0,0.0
632.0,3700.0,2166.0
0.0,0.0,0.0
1100.0,1100.0,1100.0
4900.0,4900.0,4900.0
484.0,3900.0,1349.14285714
10000.0,22800.0,16400.0
1600.0,3000.0,2300.0
1900.0,8600.0,5250.0
0.0,0.0,0.0
5400.0,5400.0,5400.0
2300.0,8900.0,5533.33333333
787.0,3400.0,2396.75
1600.0,5600.0,2933.33333333
4200.0,4900.0,4550.0
2100.0,2100.0,2100.0
1900.0,1900.0,1900.0
2800.0,2800.0,2800.0
7500.0,52900.0,30200.0
1600.0,1600.0,1600.0
0.0,0.0,0.0
3000.0,3000.0,3000.0
10100.0,10100.0,10100.0
0.0,0.0,0.0
16500.0,16500.0,16500.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
504.0,504.0,504.0
2000.0,2000.0,2000.0
3000.0,3000.0,3000.0
0.0,0.0,0.0
27200.0,27200.0,27200.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
676.0,676.0,676.0
5300.0,5300.0,5300.0
1900.0,1900.0,1900.0
1400.0,1400.0,1400.0
2900.0,2900.0,2900.0
6600.0,6600.0,6600.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
1200.0,1200.0,1200.0
4300.0,5500.0,4700.0
1300.0,1300.0,1300.0
1000.0,1000.0,1000.0
0.0,0.0,0.0
1400.0,1400.0,1400.0
0.0,0.0,0.0
25200.0,25200.0,25200.0
1600.0,1600.0,1600.0
25200.0,25200.0,25200.0
3200.0,3200.0,3200.0
10500.0,10500.0,10500.0
3600.0,3900.0,3700.0
395.0,535.0,465.0
0.0,0.0,0.0
2600.0,25200.0,11666.6666667
0.0,0.0,0.0
0.0,0.0,0.0
1800.0,8000.0,3750.0
17300.0,17300.0,17300.0
6800.0,7900.0,7350.0
0.0,0.0,0.0
866.0,866.0,866.0
0.0,0.0,0.0
1300.0,3600.0,2166.66666667
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3800.0,3800.0,3800.0
1900.0,1900.0,1900.0
0.0,0.0,0.0
0.0,0.0,0.0
1500.0,12200.0,6850.0
2100.0,8900.0,5500.0
1900.0,3400.0,2650.0
3600.0,3600.0,3600.0
0.0,0.0,0.0
2400.0,2400.0,2400.0
0.0,0.0,0.0
542.0,2800.0,1381.125
0.0,0.0,0.0
0.0,0.0,0.0
1400.0,3900.0,2775.0
14600.0,14600.0,14600.0
944.0,2900.0,1922.0
5400.0,5400.0,5400.0
756.0,756.0,756.0
0.0,0.0,0.0
3400.0,4200.0,3800.0
2400.0,8200.0,4275.0
0.0,0.0,0.0
875.0,927.0,901.0
3200.0,3200.0,3200.0
1500.0,6100.0,3550.0
998.0,998.0,998.0
1200.0,8100.0,3633.33333333
1900.0,1900.0,1900.0
919.0,919.0,919.0
51900.0,51900.0,51900.0
2500.0,2500.0,2500.0
1200.0,1400.0,1300.0
737.0,5400.0,1987.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
885.0,4400.0,2221.25
0.0,0.0,0.0
752.0,752.0,752.0
8400.0,8900.0,8650.0
201.0,25200.0,5666.77777778
1200.0,4000.0,2600.0
2900.0,2900.0,2900.0
0.0,0.0,0.0
0.0,0.0,0.0
1300.0,3400.0,2700.0
1100.0,1100.0,1100.0
1700.0,8900.0,5800.0
3900.0,3900.0,3900.0
2300.0,2300.0,2300.0
2100.0,2100.0,2100.0
1600.0,7200.0,4400.0
0.0,0.0,0.0
0.0,0.0,0.0
581.0,6800.0,1882.66666667
0.0,0.0,0.0
1100.0,1100.0,1100.0
1100.0,2400.0,1750.0
991.0,991.0,991.0
542.0,2100.0,1347.33333333
0.0,0.0,0.0
1400.0,3400.0,2400.0
0.0,0.0,0.0
2900.0,8100.0,5500.0
2600.0,8000.0,5300.0
1500.0,2100.0,1800.0
6400.0,6400.0,6400.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
3400.0,3400.0,3400.0
1500.0,1500.0,1500.0
2000.0,3500.0,2500.0
0.0,0.0,0.0
814.0,2200.0,1438.0
3700.0,5100.0,4566.66666667
11400.0,11400.0,11400.0
3700.0,3700.0,3700.0
794.0,794.0,794.0
0.0,0.0,0.0
0.0,0.0,0.0
1400.0,22300.0,6220.0
1700.0,1700.0,1700.0
0.0,0.0,0.0
757.0,757.0,757.0
2500.0,2500.0,2500.0
1500.0,1500.0,1500.0
998.0,22800.0,8632.66666667
465.0,1400.0,988.333333333
1400.0,4200.0,2466.66666667
0.0,0.0,0.0
0.0,0.0,0.0
2100.0,16300.0,9200.0
672.0,1400.0,920.0
1300.0,6800.0,4050.0
513.0,7300.0,3142.6
0.0,0.0,0.0
2200.0,2200.0,2200.0
1800.0,1800.0,1800.0
2100.0,2900.0,2500.0
2400.0,2400.0,2400.0
0.0,0.0,0.0
555.0,14000.0,3199.5
1800.0,1800.0,1800.0
1100.0,3500.0,2300.0
0.0,0.0,0.0
922.0,1000.0,960.0
0.0,0.0,0.0
1300.0,4000.0,2933.33333333
33100.0,33100.0,33100.0
866.0,1100.0,983.0
671.0,3100.0,2057.0
2400.0,2400.0,2400.0
0.0,0.0,0.0
0.0,0.0,0.0
866.0,33100.0,4204.42105263
2600.0,8600.0,5600.0
1200.0,1200.0,1200.0
998.0,2100.0,1549.0
0.0,0.0,0.0
303.0,2500.0,1501.0
0.0,0.0,0.0
1100.0,1100.0,1100.0
2100.0,2100.0,2100.0
0.0,0.0,0.0
3800.0,3800.0,3800.0
0.0,0.0,0.0
4800.0,4800.0,4800.0
0.0,0.0,0.0
838.0,838.0,838.0
10000.0,10000.0,10000.0
8900.0,8900.0,8900.0
7000.0,7000.0,7000.0
0.0,0.0,0.0
1400.0,1400.0,1400.0
5700.0,5700.0,5700.0
3100.0,3100.0,3100.0
2100.0,2400.0,2250.0
1500.0,1600.0,1550.0
9700.0,9700.0,9700.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1500.0,1600.0,1550.0
0.0,0.0,0.0
15100.0,15100.0,15100.0
2800.0,2800.0,2800.0
0.0,0.0,0.0
645.0,1300.0,972.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5400.0,5400.0,5400.0
1300.0,1700.0,1500.0
0.0,0.0,0.0
0.0,0.0,0.0
1500.0,2400.0,1800.0
1300.0,1800.0,1550.0
556.0,15900.0,4645.0
0.0,0.0,0.0
844.0,7400.0,3353.66666667
529.0,728.0,628.5
870.0,5000.0,2935.0
1100.0,11400.0,5466.66666667
1300.0,8000.0,3300.0
1200.0,17300.0,5625.0
1700.0,1700.0,1700.0
0.0,0.0,0.0
2800.0,2800.0,2800.0
0.0,0.0,0.0
931.0,3700.0,2110.33333333
419.0,535.0,477.0
1400.0,6500.0,3666.66666667
610.0,681.0,637.333333333
0.0,0.0,0.0
799.0,3200.0,2319.8
1700.0,1700.0,1700.0
0.0,0.0,0.0
987.0,1700.0,1343.5
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,3000.0,2400.0
1000.0,3200.0,2080.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
2700.0,2700.0,2700.0
2500.0,5000.0,4100.0
872.0,1500.0,1193.0
2200.0,2200.0,2200.0
0.0,0.0,0.0
800.0,872.0,836.0
1100.0,1100.0,1100.0
1800.0,1800.0,1800.0
1900.0,1900.0,1900.0
1200.0,7300.0,3500.0
4900.0,4900.0,4900.0
1300.0,1300.0,1300.0
677.0,1000.0,838.5
5200.0,5200.0,5200.0
1300.0,5500.0,2700.0
1300.0,7800.0,3090.0
0.0,0.0,0.0
11900.0,11900.0,11900.0
0.0,0.0,0.0
0.0,0.0,0.0
671.0,671.0,671.0
2600.0,25200.0,11547.3684211
0.0,0.0,0.0
2000.0,2000.0,2000.0
1300.0,2500.0,1900.0
1100.0,1100.0,1100.0
2900.0,2900.0,2900.0
1100.0,1100.0,1100.0
866.0,866.0,866.0
752.0,2300.0,1350.66666667
961.0,2200.0,1553.66666667
0.0,0.0,0.0
1100.0,1100.0,1100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1500.0,1500.0,1500.0
0.0,0.0,0.0
962.0,962.0,962.0
2100.0,2100.0,2100.0
0.0,0.0,0.0
0.0,0.0,0.0
770.0,10400.0,4867.5
5100.0,5100.0,5100.0
2700.0,6300.0,4500.0
0.0,0.0,0.0
2900.0,3500.0,3200.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1200.0,2400.0,1800.0
1100.0,1100.0,1100.0
494.0,494.0,494.0
638.0,1900.0,1269.0
3400.0,3400.0,3400.0
0.0,0.0,0.0
0.0,0.0,0.0
626.0,626.0,626.0
6000.0,22800.0,14400.0
1700.0,1800.0,1750.0
1700.0,2600.0,2033.33333333
1100.0,1100.0,1100.0
881.0,881.0,881.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3800.0,20300.0,12050.0
604.0,924.0,803.333333333
1900.0,8600.0,5250.0
330.0,1300.0,815.0
1600.0,6900.0,3866.66666667
2300.0,7900.0,6033.33333333
1800.0,2000.0,1900.0
0.0,0.0,0.0
0.0,0.0,0.0
5100.0,5100.0,5100.0
800.0,800.0,800.0
952.0,952.0,952.0
0.0,0.0,0.0
3100.0,4900.0,3833.33333333
3100.0,3100.0,3100.0
6500.0,6500.0,6500.0
3700.0,4400.0,4050.0
3700.0,3700.0,3700.0
0.0,0.0,0.0
0.0,0.0,0.0
1600.0,1600.0,1600.0
1100.0,17300.0,4716.66666667
1800.0,1800.0,1800.0
1900.0,3700.0,3180.0
436.0,436.0,436.0
1700.0,1700.0,1700.0
1800.0,1800.0,1800.0
0.0,0.0,0.0
1000.0,31400.0,16225.0
473.0,473.0,473.0
0.0,0.0,0.0
1200.0,1200.0,1200.0
661.0,661.0,661.0
0.0,0.0,0.0
1100.0,1100.0,1100.0
606.0,1200.0,903.0
2400.0,2400.0,2400.0
0.0,0.0,0.0
5200.0,5200.0,5200.0
1500.0,2700.0,1925.0
0.0,0.0,0.0
0.0,0.0,0.0
1600.0,1600.0,1600.0
712.0,3100.0,1670.66666667
0.0,0.0,0.0
894.0,7100.0,2618.8
577.0,1100.0,838.5
1300.0,2300.0,1800.0
924.0,924.0,924.0
1000.0,1100.0,1050.0
0.0,0.0,0.0
297.0,1100.0,698.5
790.0,790.0,790.0
1200.0,1200.0,1200.0
533.0,592.0,562.5
0.0,0.0,0.0
2100.0,28300.0,15200.0
0.0,0.0,0.0
1400.0,1800.0,1533.33333333
2100.0,2100.0,2100.0
0.0,0.0,0.0
3200.0,3200.0,3200.0
5000.0,5000.0,5000.0
20800.0,20800.0,20800.0
0.0,0.0,0.0
4900.0,8900.0,6900.0
3000.0,3000.0,3000.0
6700.0,6700.0,6700.0
0.0,0.0,0.0
0.0,0.0,0.0
3400.0,8100.0,5750.0
1100.0,1100.0,1100.0
1500.0,3100.0,2300.0
0.0,0.0,0.0
2100.0,11600.0,5666.66666667
756.0,756.0,756.0
1100.0,1100.0,1100.0
1300.0,4700.0,3000.0
437.0,8200.0,3249.25
0.0,0.0,0.0
537.0,3000.0,1459.25
1300.0,1300.0,1300.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1400.0,4200.0,2700.0
0.0,0.0,0.0
11900.0,11900.0,11900.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
3700.0,3700.0,3700.0
0.0,0.0,0.0
0.0,0.0,0.0
1600.0,3000.0,2300.0
0.0,0.0,0.0
1500.0,1500.0,1500.0
1200.0,4100.0,2650.0
0.0,0.0,0.0
2500.0,2500.0,2500.0
1100.0,1100.0,1100.0
1400.0,17500.0,7000.0
27700.0,27700.0,27700.0
0.0,0.0,0.0
0.0,0.0,0.0
919.0,919.0,919.0
6800.0,6800.0,6800.0
1300.0,2300.0,1920.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
2500.0,2500.0,2500.0
0.0,0.0,0.0
0.0,0.0,0.0
1900.0,1900.0,1900.0
0.0,0.0,0.0
4700.0,4700.0,4700.0
0.0,0.0,0.0
0.0,0.0,0.0
1600.0,1600.0,1600.0
0.0,0.0,0.0
0.0,0.0,0.0
1700.0,1700.0,1700.0
0.0,0.0,0.0
1300.0,1300.0,1300.0
1400.0,1400.0,1400.0
14600.0,14600.0,14600.0
0.0,0.0,0.0
1800.0,4800.0,3428.57142857
10700.0,10700.0,10700.0
2600.0,2600.0,2600.0
0.0,0.0,0.0
922.0,1200.0,1026.66666667
0.0,0.0,0.0
2700.0,6800.0,4750.0
1700.0,1700.0,1700.0
0.0,0.0,0.0
548.0,22200.0,4942.25
514.0,514.0,514.0
929.0,929.0,929.0
1100.0,3300.0,2200.0
0.0,0.0,0.0
0.0,0.0,0.0
8100.0,8100.0,8100.0
603.0,1600.0,1101.0
1000.0,2700.0,1933.33333333
1700.0,1700.0,1700.0
0.0,0.0,0.0
1800.0,1800.0,1800.0
974.0,5100.0,2558.0
